Date,favioriate,share,comment,save,Dan,Bofang
201801,23764,6597,1638,10929,8689,14497
201712,5559,1102,880,4724,3222,5813
201711,5372,298,874,2453,2066,7743
201710,3530,213,730,1340,919,6142
201709,1797,173,613,492,613,2575
201708,9879,1187,1738,3310,4757,8685
201707,427,39,163,209,163,774
201706,1613,121,1252,815,920,1774
201705,2920,175,466,1115,823,1885
201703,1175,54,128,248,257,454
201702,9282,632,895,2601,4203,4545
201701,4170,604,638,1294,1537,4023
201612,1108,91,226,592,648,1557
201611,333,27,87,370,191,452
201610,2370,222,379,1210,1110,1631
201609,2411,152,244,731,1011,1865
201608,13953,922,1208,3898,7007,8552
201607,1942,181,395,839,1076,2568
201606,1873,214,233,614,886,1849
201605,3655,478,447,1281,2601,1831
201604,1430,68,137,668,505,1609
201603,3999,55,293,697,731,1396
201602,2530,224,355,834,1330,3296
201601,7130,441,568,1760,3337,6023
201512,1065,156,135,406,741,1598
201510,2180,112,196,689,1035,2308
201509,918,43,88,241,311,752
201508,1277,85,131,470,801,533
201507,3071,128,389,818,802,2021
201506,12771,237,1362,1759,2208,3789
202205,1126,3558,22298,9093,3165,1061181
202204,2058,2936,45357,20155,6803,2549641
202203,4960,3706,72858,23022,8841,2340817
202202,3320,7179,94849,34111,11460,4728894
202201,3042,4696,47706,18613,6301,3011411
202112,2420,3772,84663,24619,11203,2809634
202111,3457,4738,50242,19993,10333,3035124
202110,2451,4411,92430,32302,10738,3748125
202109,4845,6576,98899,38771,15974,4697814
202108,6937,11537,106474,41322,25734,5248536
202107,5226,8125,191836,52326,20983,4979844
202106,2565,2632,89833,27262,7643,2356809
202105,2718,11747,59697,23055,13580,3473752
202104,8209,21907,225227,76278,36757,7828285
202103,8328,19147,115617,43846,24301,5577150
202102,30655,23028,256987,115585,63299,13586634
202101,5033,9931,165208,55454,28371,7345257
202012,18277,18433,155829,59456,40304,8881050
202011,27538,25732,164615,72550,56501,12205088
202010,8479,34784,165809,62122,35245,11181533
202009,15637,20056,188376,66332,50070,10799754
202008,13084,46272,236962,96543,72421,15968134
202007,44364,72517,1311738,360034,145630,26331712
202006,3479,6127,33892,11597,6608,2209267
202005,9250,15298,114492,38336,59265,6137493
202004,39776,50152,2069521,498233,162574,20563600
202003,15137,7746,207956,71908,28672,5044972
202002,36518,19019,650689,182502,104975,13368872
202001,25070,15028,340525,109837,66858,10667808
201911,2604,5727,57449,16658,5482,3646052
201910,20239,34588,482411,138759,71042,12718149
201909,35603,16788,608281,178629,67750,12881026
201908,8007,7454,419066,94719,42010,4593259
201907,15505,48570,540507,143609,92003,16781105
201906,21929,20930,653301,161798,81066,13501834
201905,12338,46699,379524,92848,55302,11722327
201904,12554,16520,400714,94872,46022,8489782
201903,11786,16520,424222,103073,34662,9526005
201902,4265,12281,314829,61669,24573,8146852
201901,22999,37774,600195,109356,70128,16791378
201812,28007,41501,531318,118509,56942,14260780
201811,15767,34613,797312,132726,68717,14368682
201810,3788,7217,277078,26052,21933,3092007
201809,14944,15017,491092,47566,39132,9504489
201808,17965,54580,1111002,113529,139821,24294373
201807,54577,73282,1697877,229374,232211,9580072
201806,10951,23513,339839,32280,51799,8083834
201805,14507,25960,643545,69933,75511,8682485
201804,36603,32114,544185,78086,69026,12986558
201803,13000,36277,765880,135601,110258,13900142
201802,764,5111,29572,5454,13863,1077629
201801,768,4162,27121,3889,9545,1360798
201712,11043,20260,730213,53654,75648,8698079
201711,9358,15547,408312,40937,45150,8097038
201710,8833,21443,304336,26343,70282,6031307
201709,12341,35380,437398,39479,85325,8909468
201708,4240,21328,282076,23756,46560,5873458
201707,34035,77541,1923745,206781,335894,14381096
201706,12546,27363,473514,45839,145890,11821633
201705,9909,40656,928989,53595,104688,8396266
201704,8551,28136,245727,28102,81605,8507418
201703,16263,30513,172462,48537,131271,10967546
201701,11403,55953,186389,25758,61663,9499996
201612,36913,46456,711714,53789,179799,16204161
201611,21897,35299,320408,52473,105341,13452127
201610,3440,15757,108419,13832,56744,5659464
201609,19686,31652,211588,68761,196722,15320852
201608,31693,58843,1110395,131213,228468,12354475
201607,26519,70030,272337,67516,230549,16939224
201606,29087,25361,175538,78842,198964,12939528
201605,6459,23064,153172,24648,78007,7683162
201604,6202,11736,69642,27777,82929,8182406
201603,3811,7683,39517,11735,50516,3905426
201602,28479,13538,105836,66874,132687,11153590
201601,4646,3911,16033,9784,23185,2697104
201512,8994,6846,26444,20213,58950,5059491
201510,8515,10851,27053,20545,100062,5460632
201509,12221,25547,70589,32835,146171,9741909
201508,1429,18531,47141,18197,364900,6571287
201507,4270,28624,47196,29083,360100,11999542
201506,814,6067,8189,8903,153059,3518817
201505,2103,6682,21474,15600,63004,5842690
201504,4657,8722,21377,21516,111207,8198097
201503,11992,10869,73773,46640,231760,10984109
201502,3754,20768,24819,37035,536080,12201364
201501,9185,21267,26877,50663,449068,16702600
201412,1392,8245,10674,9734,96544,4606533
201411,771,7728,13240,13176,203924,5813763
201410,1023,12794,16265,19967,429617,12583100
201409,7994,21003,184761,64499,514060,21077276
201408,5871,43624,68986,57364,1403486,23203533
201407,4405,5491,19260,23648,142180,8755841
201406,10461,7638,20703,34717,132792,6485698
201404,361,5588,6220,5137,76788,3923107
201403,5663,7910,10805,24220,233892,5861677
201402,1420,1795,7554,9405,59410,2186796
201401,440,2131,1908,3412,20621,1895490
201312,25732,32878,110735,83173,128225,6133155
201311,733,5170,5418,10668,114439,5510731
201310,1708,5234,7676,13118,145184,7942924
201309,1127,3365,5012,9509,123218,4837427
201308,5949,2806,18070,21342,57375,6417452
201307,1311,2626,7303,12556,179570,4953430
201306,1318,3533,5367,9080,80217,4258658
201305,205,994,968,1890,43032,1354027
201304,63,267,551,1381,12196,893866
201303,1909,1635,4013,9959,21192,2693429
201302,164,1044,1766,3519,45474,2697173
201301,6602,9150,10669,24832,167857,10353365
201212,1608,5106,7342,19028,75002,7885024
201210,853,3002,7454,9665,90997,5631110
201209,53,352,728,854,6692,743072
201208,58,864,875,1088,22828,1283336
201206,418,1540,2075,3956,44758,2022297
201205,1195,2788,4122,9690,70182,3337881
201204,530,2454,3074,6085,57948,2937320
201203,1082,2355,3058,7819,80834,3598291
201110,747,2306,2428,3681,32112,2531567
201105,113,816,761,1802,3304,516273
202205,3019,5870,84429,39722,13871,1406525
202204,53319,22773,545593,290857,50171,6092347
202203,6590,6699,126830,58245,16006,3316564
202202,13056,11783,306140,139764,74808,5483944
202201,55888,36084,1247104,434275,154094,12627470
202112,3826,6796,144378,68634,19985,3839319
202111,44901,23980,1254468,397886,118015,11138433
202110,175725,71425,1806320,874667,225446,33486481
202109,34608,20768,509722,247476,86291,10418639
202108,7932,13408,165870,81298,47715,4118774
202107,22729,34694,382970,186851,213787,9161250
202106,11031,10709,183114,89914,44220,4909157
202105,1056187,37586,24839,522314,293031,78545
202104,23978,29576,459482,220500,168487,8179771
202103,9703,10375,187680,82754,43288,2907240
202102,33965,51242,637002,325509,240513,17862074
202101,44334,32292,578343,321314,102627,12750879
202012,136393,65422,992616,610767,281253,23461762
202011,29446,12324,221584,120274,52851,8080380
202010,50276,55796,1101372,364310,590136,37788349
202009,27852,62727,979415,207070,891602,45247570
202008,58072,118812,1330579,333890,1438644,48239576
202007,131608,151858,2267284,746978,1504052,57560763
202006,55957,23452,421244,232613,134339,15413773
202005,159618,75665,1607466,967572,275225,35288971
202004,95900,61215,893960,466686,311640,22310180
202003,48024,41231,570639,251020,275908,12502472
202002,35976,28263,368861,208807,192097,10676280
202001,238897,54629,1756623,978116,595133,35686078
201912,13315,9284,235502,94484,51648,8101102
201911,13082,7619,208578,83986,47063,5105661
201910,23105,10953,267562,99688,73418,6065865
201909,144701,23386,992109,552814,123051,19496520
201908,69929,23765,680693,390732,74149,10768589
201907,142500,58528,714685,407664,315443,28475272
201906,83922,26852,535621,290660,138130,15722164
201905,35394,18989,282324,128725,100132,9141721
201904,18728,16441,165971,77259,79813,7413041
201903,79411,23175,351040,192219,276815,9765654
201902,27985,11369,193117,74829,43916,4869936
201901,34144,17298,324409,135008,83225,7362069
201812,19050,9599,162988,76058,22818,6955138
201811,20137,31688,309774,111154,67387,7412629
201810,6392,6131,84039,28205,35734,1850646
201809,21109,17732,164062,78985,86285,6246619
201808,10299,13558,126254,40990,49618,2867089
201807,19608,11895,121557,35145,54130,2506488
201806,32229,10802,103751,49903,29405,5284187
201805,32409,15038,159735,63285,45590,4357958
201803,40074,16847,158046,61267,82106,7220393
201802,72915,25710,250786,101369,102213,12051830
201801,78736,8132,114084,73398,32518,5613931
201712,285540,26061,409513,340083,104070,23779652
201711,23886,4471,125644,47206,29276,5038713
201710,5136,5543,54659,16725,24823,2267676
201709,5355,3433,36755,10389,12716,1675346
201708,7894,8330,59238,22450,42950,2107519
201707,4253,5987,59477,13751,22369,1845973
201706,3130,4112,25256,4900,9121,1092391
201705,2237,1541,11806,2274,4705,425991
201704,8646,5176,56379,16305,15410,2018173
201703,12532,3643,55727,30835,28188,4225238
201702,5857,4859,38431,19256,15347,2608222
201701,5084,7094,49819,21207,43984,3096886
201612,5703,4821,105586,27382,10158,3305585
201611,1290,2252,11741,4111,2761,946221
201610,422,1301,5013,2002,4778,672375
201609,2940,3217,21422,12147,7735,1675912
201608,7159,3974,37992,22200,19318,2779274
201607,3388,3208,34862,14034,13333,1176364
201606,nan,2483,nan,nan,5074,612882
201605,2928,2134,14717,6326,5971,955276
201604,4916,1529,17448,11392,5949,842298
201602,7541,3488,27394,19929,23607,1808311
201512,4997,1158,12473,11174,7656,931709
201510,21835,3196,33198,40503,13313,2918145
201508,1319,861,8678,2812,6813,642052
201507,323,667,2958,3045,11458,549455
201506,1540,558,4459,2324,3440,363407
201502,294,417,4150,1284,3191,263209
201408,485,868,12007,2792,16733,494434
201406,373,1200,10437,2223,7065,728262
201405,205,534,1652,1064,1761,312562
201404,222,198,2076,887,1170,229636
201401,149,237,1758,765,2712,118325
201311,101,345,1306,642,940,130951
201310,123,424,1871,1320,3124,337986
201309,75,160,1010,588,2166,97730
201308,1166,6992,16548,7253,38626,1012810
